rank,db,smiles,canon,component,n_atoms,est_cost_h,is_validation
1114,PI1M,Cc1cc(CCCOCCCCCCCC)c(C)s1,CCCCCCCCOCCCc1cc(C)sc1C,coverage,49.0,2.04904001620089,False
1115,OMG,*Oc1ccc(Br)c(C2(C(C)OC(=O)C3CC3C(*)=O)CC2)c1,COc1ccc(Br)c(C2(C(C)OC(=O)C3CC3C(C)=O)CC2)c1,random,44.0,1.5339481655863532,True
1116,omics,*CC(*)OC(=O)CCCC(=O)c1ccc(CC)cc1,CCc1ccc(C(=O)CCCC(=O)OC(C)CC)cc1,random,44.0,1.5339481655863532,True
1117,PI1M,COc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)=O)cc3)c(C)c2)cc1C,COc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)=O)cc3)c(C)c2)cc1C,coverage,51.0,2.2818482460254073,False
1118,PI1M,CCCCCCC(C)C=CCCCCCC,CCCCCCC=CC(C)CCCCCC,coverage,48.0,1.9384826272146733,False
1119,omics,*CC(*)c1cc(C(C)C)cc(C(C)C)c1,CCC(C)c1cc(C(C)C)cc(C(C)C)c1,coverage,42.0,1.3535165667832443,False
1120,PI1M,CCC1(C)CCC(C)(CC)CC1,CCC1(C)CCC(C)(CC)CC1,coverage,36.0,0.8940806826961882,False
1121,PI1M,Cc1snc(N=C)c1O,C=Nc1nsc(C)c1O,feature,15.0,0.08484152603281661,False
1122,omics,*NC(=O)c1ccc(C(=O)NC(=O)CCCCC(*)=O)cc1,CNC(=O)c1ccc(C(=O)NC(=O)CCCCC(C)=O)cc1,coverage,42.0,1.3535165667832443,False
1123,OMG,*OCC(CN(C)C)OC(=O)C(C(*)=O)C1CCOC1,COCC(CN(C)C)OC(=O)C(C(C)=O)C1CCOC1,random,45.0,1.629538578803666,True
1124,PI1M,COC(=O)c1ccc(S(=O)(=O)CCCC(C)=O)cc1,COC(=O)c1ccc(S(=O)(=O)CCCC(C)=O)cc1,coverage,35.0,0.828831072009792,False
1125,PI1M,Cc1ccc2c(c1)C(=O)N1CCC(CC(C)(C)C)=C3C1=CC=C(S(=O)(=O)c1ccc(N=C)cc1)C=C2C(=O)N3CC,C=Nc1ccc(S(=O)(=O)C2=CC=C3C4=C(CC(C)(C)C)CCN3C(=O)c3cc(C)ccc3C(=C2)C(=O)N4CC)cc1,dopt,76.0,6.672852850107062,False
1126,OMG,*Oc1c(C(=O)OCC)ccc(Cl)c1OC(=O)c1ccc(Cl)c2c(Cl)ccc(C(*)=O)c12,CCOC(=O)c1ccc(Cl)c(OC(=O)c2ccc(Cl)c3c(Cl)ccc(C(C)=O)c23)c1OC,coverage,49.0,2.04904001620089,False
1127,OMG,*OCN1CCN(COC(=O)C23c4ccccc4C(C(*)=O)(c4ccccc42)c2ccccc23)CC1,COCN1CCN(COC(=O)C23c4ccccc4C(C(C)=O)(c4ccccc42)c2ccccc23)CC1,random,66.0,4.5655822516472835,True
1128,PI1M,COc1ccc(C(C)=O)cc1CCCCCCCCCCC,CCCCCCCCCCCc1cc(C(C)=O)ccc1OC,coverage,54.0,2.6611061495015087,False
1129,PI1M,CCCCCCCCCCCCCCCCCCC(C)CCCCCCCCCC,CCCCCCCCCCCCCCCCCCC(C)CCCCCCCCCC,coverage,92.0,11.156095933866299,False
1130,PI1M,C/C=C(/C)[Si](C)(CCC)CCCC,C/C=C(/C)[Si](C)(CCC)CCCC,coverage,39.0,1.1088856862834737,False
1131,PI1M,C/N=N/N=C(/C)C#N,C/N=N/N=C(/C)C#N,feature,14.0,0.07047050774391327,False
1132,OMG,*OC1CS(=O)(=O)CC1OC(=O)C(CSCC(*)=O)NS(=O)(=O)c1ccc(C)cc1,COC1CS(=O)(=O)CC1OC(=O)C(CSCC(C)=O)NS(=O)(=O)c1ccc(C)cc1,random,55.0,2.7957518399460364,True
1133,OMG,*Oc1cc(OC)ccc1OC(=O)C(Br)CC(*)=O,COc1ccc(OC(=O)C(Br)CC(C)=O)c(OC)c1,coverage,34.0,0.7666572932453927,False
1134,PI1M,CCC(C)OCCCCCCCCCCCCCC(=O)O,CCC(C)OCCCCCCCCCCCCCC(=O)O,random,57.0,3.0777004384750812,True
1135,PI1M,Cc1ccc([SH](C#N)(C#N)C(C)(C(F)(F)F)C(F)(F)F)cc1,Cc1ccc([SH](C#N)(C#N)C(C)(C(F)(F)F)C(F)(F)F)cc1,dopt,33.0,0.707498434008989,False
1136,PI1M,CCC(O)COc1ccc(-c2ccc(OC)c(C)c2)cc1C,CCC(O)COc1ccc(-c2ccc(OC)c(C)c2)cc1C,coverage,46.0,1.7287872538090088,False
1137,PI1M,CN=P(C)(OCCOCCOCCOC)OCC(CC)CCCC,CCCCC(CC)COP(C)(=NC)OCCOCCOCCOC,random,62.0,3.858838735716932,True
1138,PI1M,COc1ccc(C(=O)Nc2cc(OCCCCCCCCCCCC)cc(C(=O)Nc3ccc(Oc4ccc(Oc5ccccc5)c(C)c4CCCC)cc3)c2)cc1,CCCCCCCCCCCCOc1cc(NC(=O)c2ccc(OC)cc2)cc(C(=O)Nc2ccc(Oc3ccc(Oc4ccccc4)c(C)c3CCCC)cc2)c1,random,118.0,21.791422663881537,True
1139,PI1M,CCC(C1=C(C)OC1=O)c1ccccc1,CCC(C1=C(C)OC1=O)c1ccccc1,random,29.0,0.49977393112088747,True
1140,PI1M,CCCCCCCCCCCCCCCCOC(=O)OCC1CO[PH](C)(OC)O1,CCCCCCCCCCCCCCCCOC(=O)OCC1CO[PH](C)(OC)O1,dopt,74.0,6.210925368545501,False
1141,PI1M,C/C=C(/C)CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C/C=C(/C)CCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,coverage,75.0,6.439287015998562,False
1142,PI1M,CC#SCC(C)(C)C,CC#SCC(C)(C)C,feature,22.0,0.23770591902308572,False
1143,PI1M,CO[Si](C)(Br)c1ccc(Cl)cc1Br,CO[Si](C)(Br)c1ccc(Cl)cc1Br,feature,22.0,0.23770591902308572,False
1144,PolyInfo,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)cc2)c([N-][N+]#N)c1,COc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(C)cc4)cc3)cc2)c([N-][N+]#N)c1,dopt,64.0,4.202881203832011,False
1145,PI1M,Cc1ccc(-n2sc3ccccc32)cc1C,Cc1ccc(-n2sc3ccccc32)cc1C,feature,29.0,0.49977393112088747,False
1146,PI1M,CCC(C)C(=O)N(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCC(C)C(=O)N(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,dopt,63.0,4.0285528241783775,False
1147,PI1M,CCC(OC)c1ccc(C(C)(C)c2ccc([N+](=O)[O-])cc2)cc1,CCC(OC)c1ccc(C(C)(C)c2ccc([N+](=O)[O-])cc2)cc1,coverage,46.0,1.7287872538090088,False
1148,OMG,*OCCSCCSCCSCCOC(=O)C(CS)NCCNC(CS)C(*)=O,COCCSCCSCCSCCOC(=O)C(CS)NCCNC(CS)C(C)=O,dopt,65.0,4.381874289318153,False
1149,PI1M,CC(=O)C(F)=C(C)C(=O)N(F)F,CC(=O)C(F)=C(C)C(=O)N(F)F,feature,18.0,0.1385498383381463,False
1150,PI1M,CCCCCOC(=O)OSC(=O)N(C)C,CCCCCOC(=O)OSC(=O)N(C)C,random,32.0,0.6512930237899227,True
1151,PI1M,CCCCCCCCCCCOC(=O)OCc1ccc(CSC(=O)OC)cc1,CCCCCCCCCCCOC(=O)OCc1ccc(CSC(=O)OC)cc1,random,62.0,3.858838735716932,True
1152,PI1M,CCC(C)CC(C)(C)O,CCC(C)CC(C)(C)O,coverage,27.0,0.41237422298650106,False
1153,PI1M,Cc1nnc(C)n1N,Cc1nnc(C)n1N,feature,16.0,0.1009266220636141,False
1154,OMG,*Nc1cc(C(F)(F)F)cc(NC(=O)C(C(C(*)=O)N(Cc2ccccc2)C(=O)OCC)N(Cc2ccccc2)C(=O)OCC)c1C#N,CCOC(=O)N(Cc1ccccc1)C(C(C)=O)C(C(=O)Nc1cc(C(F)(F)F)cc(NC)c1C#N)N(Cc1ccccc1)C(=O)OCC,random,84.0,8.734423876530629,True
1155,omics,*C(=N/N=C/c1ccc(Cl)cc1Cl)N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(*)C4=O)cc2C1=O,CC(=N/N=C/c1ccc(Cl)cc1Cl)N1C(=O)c2ccc(-c3ccc4c(c3)C(=O)N(C)C4=O)cc2C1=O,coverage,52.0,2.404207673904035,False
1156,PI1M,CNNC(=O)c1ccccc1C,CNNC(=O)c1ccccc1C,coverage,24.0,0.30039397989449834,False
1157,PI1M,COc1ccc(/C(C#N)=C/c2ccc(OCc3ccc(C)cc3)cc2)cc1,COc1ccc(/C(C#N)=C/c2ccc(OCc3ccc(C)cc3)cc2)cc1,coverage,48.0,1.9384826272146733,False
1158,PI1M,Cc1ccc(CC(=O)NC(=O)CCCCOc2ccc(N3C=Cc4ccc(c(=O)c5cc(C(=O)c6ccc7c(c6)C(=O)N(C)C7=O)ccc45)C3=O)cc2)cc1,Cc1ccc(CC(=O)NC(=O)CCCCOc2ccc(N3C=Cc4ccc(c(=O)c5cc(C(=O)c6ccc7c(c6)C(=O)N(C)C7=O)ccc45)C3=O)cc2)cc1,dopt,90.0,10.515630927412102,False
1159,omics,*N=S(*)(=O)NCC,CCNS(C)(=O)=NC,feature,20.0,0.1839474081746623,False
1160,OMG,*Oc1cccc(OC(=O)C23c4ccccc4C(C(*)=O)(c4ccccc42)c2ccccc23)c1Cl,COc1cccc(OC(=O)C23c4ccccc4C(C(C)=O)(c4ccccc42)c2ccccc23)c1Cl,coverage,56.0,2.934599081644776,False
1161,OMG,*OC(C)C(C)OC(=O)C(OC(C)=O)C(OC(C)=O)C(*)=O,COC(C)C(C)OC(=O)C(OC(C)=O)C(OC(C)=O)C(C)=O,coverage,44.0,1.5339481655863532,False
1162,OMG,*OC(C)(C)C(C)(C)OC(=O)C1=CCC=C(C(*)=O)O1,COC(C)(C)C(C)(C)OC(=O)C1=CCC=C(C(C)=O)O1,coverage,42.0,1.3535165667832443,False
1163,omics,*CCCCOc1ccc(C(C)(C)c2ccc(OCC(O)CN(CCO)S(=O)(=O)c3ccc(-c4ccc(S(=O)(=O)N(CCO)CC(O)C*)cc4)cc3)cc2)cc1,CCCCCOc1ccc(C(C)(C)c2ccc(OCC(O)CN(CCO)S(=O)(=O)c3ccc(-c4ccc(S(=O)(=O)N(CCO)CC(O)CC)cc4)cc3)cc2)cc1,dopt,115.0,20.332939817297486,False
1164,PI1M,CCC(OC)[SH](=O)(Cl)Cl,CCC(OC)[SH](=O)(Cl)Cl,dopt,19.0,0.16023971771432066,False
1165,PI1M,CCc1ccc(C(=O)NCCNCC(=O)OC)cc1,CCc1ccc(C(=O)NCCNCC(=O)OC)cc1,random,39.0,1.1088856862834737,True
1166,OMG,*Oc1c(C)c(OC(=O)CCN(CCC(*)=O)S(=O)(=O)c2ccc(C)c(C)c2)cc(C)c1C(=O)OCc1ccccc1,COc1c(C)c(OC(=O)CCN(CCC(C)=O)S(=O)(=O)c2ccc(C)c(C)c2)cc(C)c1C(=O)OCc1ccccc1,coverage,79.0,7.405252308862643,False
1167,PI1M,C/C=C/C1CCCCOC(=O)C1C,C/C=C/C1CCCCOC(=O)C1C,random,31.0,0.597979011686388,True
1168,PI1M,CCCCCCCCCCCCCCCCCNC(=O)C(Cc1ccccc1)C(=O)OC,CCCCCCCCCCCCCCCCCNC(=O)C(Cc1ccccc1)C(=O)OC,coverage,79.0,7.405252308862643,False
1169,OMG,*Oc1ccc2ccccc2c1-c1c(OC(=O)C(OC(=O)c2ccc(OC)cc2)C(OC(=O)c2ccc(OC)cc2)C(*)=O)ccc2ccccc12,COc1ccc(C(=O)OC(C(C)=O)C(OC(=O)c2ccc(OC)cc2)C(=O)Oc2ccc3ccccc3c2-c2c(OC)ccc3ccccc23)cc1,random,86.0,9.30515942952161,True
1170,PI1M,CCC(C)c1cc(CCCCC)ccc1O,CCCCCc1ccc(O)c(C(C)CC)c1,coverage,40.0,1.187037287474881,False
1171,OMG,*OCCOCCOC(=O)C(C)(Cc1cccc(C)c1)C(*)=O,COCCOCCOC(=O)C(C)(Cc1cccc(C)c1)C(C)=O,coverage,49.0,2.04904001620089,False
1172,PI1M,COP(=O)(Oc1ccc(COC(C)=O)cc1)C(=O)OCC#Cc1ccc(/C=C/c2ccc(/N=P/c3ccc(C)cc3)cc2)cc1,COP(=O)(Oc1ccc(COC(C)=O)cc1)C(=O)OCC#Cc1ccc(/C=C/c2ccc(/N=P/c3ccc(C)cc3)cc2)cc1,dopt,76.0,6.672852850107062,False
1173,PolyInfo,*c1ccc(N(*)CCCCCCCCCC)cc1,CCCCCCCCCCN(C)c1ccc(C)cc1,coverage,50.0,2.1634770685187323,False
1174,OMG,*NNC(=O)c1cc(F)c(NNC(=O)c2ccc(F)c(C(*)=O)c2)c(F)c1F,CNNC(=O)c1cc(F)c(NNC(=O)c2ccc(F)c(C(C)=O)c2)c(F)c1F,random,42.0,1.3535165667832443,True
1175,PolyInfo,*C(c1ccoc1)C(*)[N+](=O)[O-],CC(c1ccoc1)C(C)[N+](=O)[O-],feature,23.0,0.2678988587629254,False
1176,OMG,*NC(=S)c1ccc(C(=S)NC(=O)c2c(Cl)c(Cl)c(C(*)=O)c(Cl)c2Cl)c2ccccc12,CNC(=S)c1ccc(C(=S)NC(=O)c2c(Cl)c(Cl)c(C(C)=O)c(Cl)c2Cl)c2ccccc12,dopt,46.0,1.7287872538090088,False
1177,PI1M,CNc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C)cc3)cc2)cc1C(C)(C)C,CNc1ccc(NC(=O)c2ccc(C(=O)Nc3ccc(C)cc3)cc2)cc1C(C)(C)C,coverage,60.0,3.533050524994261,False
1178,omics,*CC(*)Oc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,CCC(C)Oc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,coverage,39.0,1.1088856862834737,False
1179,OMG,*Oc1ccccc1C(=O)C(=O)c1ccccc1OC(=O)CC1CNCC1CC(*)=O,COc1ccccc1C(=O)C(=O)c1ccccc1OC(=O)CC1CNCC1CC(C)=O,coverage,56.0,2.934599081644776,False
1180,OMG,*Oc1ccccc1OC(=O)C1CCC(C(*)=O)O1,COc1ccccc1OC(=O)C1CCC(C(C)=O)O1,coverage,35.0,0.828831072009792,False
1181,PI1M,CCC(C)(C)C(=O)OCC(O)COC,CCC(C)(C)C(=O)OCC(O)COC,coverage,34.0,0.7666572932453927,False
1182,OMG,*OC1CCCCC1N1CCC(OC(=O)C(OC)C(OC)C(*)=O)CC1,COC1CCCCC1N1CCC(OC(=O)C(OC)C(OC)C(C)=O)CC1,coverage,59.0,3.3768743086298603,False
1183,OMG,*OCC(Br)COC(=O)C(CCC(*)=O)NC(N)=O,COCC(Br)COC(=O)C(CCC(C)=O)NC(N)=O,coverage,38.0,1.0340483823546922,False
1184,PI1M,COc1cc(OCC(C)C)c(C)cc1O,COc1cc(OCC(C)C)c(C)cc1O,coverage,33.0,0.707498434008989,False
1185,omics,*c1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(*)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c1,Cc1cccc(P(=O)(c2ccc(C(F)(F)F)cc2)c2cccc(-n3c(=O)c4c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c5c(=O)n(C)c(=O)c5c(-c5cc(C(F)(F)F)cc(C(F)(F)F)c5)c4c3=O)c2)c1,dopt,94.0,11.820528946214294,False
1186,OMG,*OCC12CCCC(COC(=O)c3cc(C(*)=O)ccc3N)(CC1)CC2,COCC12CCCC(COC(=O)c3cc(C(C)=O)ccc3N)(CC1)CC2,dopt,55.0,2.7957518399460364,False
1187,PI1M,CSSSSSSSSSP(=O)(Cc1ccccc1)C(=O)NCCCCCNC(=O)C(=O)Nc1ccccc1C(C)=O,CSSSSSSSSSP(=O)(Cc1ccccc1)C(=O)NCCCCCNC(=O)C(=O)Nc1ccccc1C(C)=O,dopt,72.0,5.769622518212583,False
1188,omics,*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5cccc(C(=O)c6ccc(*)c(C(C)C)c6)c5)c4)cc3CC)cc2)cc1,CCc1cc(C(=O)c2cccc(C(=O)c3cccc(C(=O)c4ccc(C)c(C(C)C)c4)c3)c2)ccc1Oc1ccc(C(C)(C)c2ccc(OC)cc2)cc1,coverage,100.0,13.96120758869343,False
1189,PI1M,CCC(CO)(COC)OCCCC,CCCCOC(CC)(CO)COC,coverage,35.0,0.828831072009792,False
1190,OMG,*Nc1nonc1-c1nonc1NC(=O)c1cc(Br)cnc1C(*)=O,CNc1nonc1-c1nonc1NC(=O)c1cc(Br)cnc1C(C)=O,dopt,35.0,0.828831072009792,False
1191,PI1M,C/C=C/c1ccc(Oc2ccc(-c3ccc(C)s3)cc2)cc1,C/C=C/c1ccc(Oc2ccc(-c3ccc(C)s3)cc2)cc1,coverage,40.0,1.187037287474881,False
1192,PI1M,COc1ccc(C(C)(C)c2ccc(Oc3ccc(C(c4ccc(C)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)c(C)c1,COc1ccc(C(C)(C)c2ccc(Oc3ccc(C(c4ccc(C)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)c(C)c1,coverage,71.0,5.556584750444072,False
1193,omics,*N=P(N=P(N=S(*)(=O)NCCC)(NC)NCC=C)(NCC=C)NCC=C,C=CCNP(=NP(=NC)(NCC=C)NCC=C)(N=S(C)(=O)NCCC)NC,dopt,63.0,4.0285528241783775,False
1194,PI1M,Cc1ccc(-c2ccc(/N=C/c3ccc(Oc4cc(OCCCCCCCCCC)c(C)s4)cc3)s2)s1,CCCCCCCCCCOc1cc(Oc2ccc(/C=N/c3ccc(-c4ccc(C)s4)s3)cc2)sc1C,random,74.0,6.210925368545501,True
1195,OMG,*Oc1ccc(C2OCC3(CO2)COC(c2ccc(OC(=O)C4CC(C)C(C)CC4C(*)=O)c(OC)c2)OC3)cc1OC,COc1ccc(C2OCC3(CO2)COC(c2ccc(OC(=O)C4CC(C)C(C)CC4C(C)=O)c(OC)c2)OC3)cc1OC,random,85.0,9.016954844909401,True
1196,OMG,*OC1CN(C(=O)OCc2ccccc2)CC1OC(=O)CCOCCOCCOCCOCCOCCOCCC(*)=O,COC1CN(C(=O)OCc2ccccc2)CC1OC(=O)CCOCCOCCOCCOCCOCCOCCC(C)=O,coverage,90.0,10.515630927412102,False
1197,OMG,*NC(=N)SCCCC(NC(=O)c1ccc(NCCNc2ccc(C(*)=O)cc2)cc1)C(=O)O,CNC(=N)SCCCC(NC(=O)c1ccc(NCCNc2ccc(C(C)=O)cc2)cc1)C(=O)O,random,65.0,4.381874289318153,True
1198,OMG,*OCC(OC(=O)C1OC(C(*)=O)C2C1C(F)(F)C2(F)F)c1c(OC)cccc1OC,COCC(OC(=O)C1OC(C(C)=O)C2C1C(F)(F)C2(F)F)c1c(OC)cccc1OC,coverage,53.0,2.5306091492877196,False
1199,OMG,*Oc1ccc(OC(=O)c2cc(C=O)ccc2C(*)=O)cc1CCl,COc1ccc(OC(=O)c2cc(C=O)ccc2C(C)=O)cc1CCl,random,39.0,1.1088856862834737,True
1200,PI1M,CCCCCCCN(C)C(=O)C(C)C,CCCCCCCN(C)C(=O)C(C)C,coverage,39.0,1.1088856862834737,False
1201,omics,*c1nc(CCCC)c(-c2sc(*)nc2CCCCCC)s1,CCCCCCc1nc(C)sc1-c1sc(C)nc1CCCC,coverage,50.0,2.1634770685187323,False
1202,PI1M,CCCC1CCCCC(COC)CC1,CCCC1CCCCC(COC)CC1,coverage,40.0,1.187037287474881,False
1203,OMG,*OC(C)=NS(=O)(=O)c1ccc(N=NN2CCN(N=Nc3ccc(S(=O)(=O)N=C(C)OC(=O)C(CSCC(*)=O)NC(C)=O)cc3)CC2)cc1,COC(C)=NS(=O)(=O)c1ccc(N=NN2CCN(N=Nc3ccc(S(=O)(=O)N=C(C)OC(=O)C(CSCC(C)=O)NC(C)=O)cc3)CC2)cc1,dopt,87.0,9.599083603550964,False
1204,PI1M,CC1=CC=C2Sc3cc(C)ccc3N=S1C2=O,CC1=CC=C2Sc3cc(C)ccc3N=S1C2=O,feature,28.0,0.4547556347186134,False
1205,OMG,*OC(CCOC(=O)c1[nH]c(C(F)(F)F)nc1C(*)=O)c1ccccc1Br,COC(CCOC(=O)c1[nH]c(C(F)(F)F)nc1C(C)=O)c1ccccc1Br,random,43.0,1.4419597242422257,True
1206,OMG,*OC1C(COC(=O)C(CCC(*)=O)NCc2ccccc2)OC(OCc2ccccc2)C(OCc2ccccc2)C1OCc1ccccc1,COC1C(COC(=O)C(CCC(C)=O)NCc2ccccc2)OC(OCc2ccccc2)C(OCc2ccccc2)C1OCc1ccccc1,coverage,97.0,12.862901673682583,False
1207,PI1M,CCCCCCNC(=O)C(CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC)C(=O)NC,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(C(=O)NC)C(=O)NCCCCCC,coverage,124.0,24.90160373066553,False
1208,PI1M,Cc1ccc([Si](C)(C)[Si](C)(C)O[Si](C)(C)[Si](C)(C)C(=O)N(C)CCO)cc1,Cc1ccc([Si](C)(C)[Si](C)(C)O[Si](C)(C)[Si](C)(C)C(=O)N(C)CCO)cc1,dopt,66.0,4.5655822516472835,False
1209,PI1M,CC(=O)C(C)c1ccc(/N=N/c2ccc(C#N)cc2)cc1,CC(=O)C(C)c1ccc(/N=N/c2ccc(C#N)cc2)cc1,coverage,36.0,0.8940806826961882,False
1210,PI1M,CCNC(=O)NCCNC(=O)OC,CCNC(=O)NCCNC(=O)OC,coverage,28.0,0.4547556347186134,False
1211,PI1M,C/C=C/CC/C=C/C(C)=N[SiH]c1ccc([N+](=O)[O-])cc1,C/C=C/CC/C=C/C(C)=N[SiH]c1ccc([N+](=O)[O-])cc1,dopt,39.0,1.1088856862834737,False
1212,OMG,*Oc1ccc(OC(=O)C2=C(C(*)=O)CSC2)nn1,COc1ccc(OC(=O)C2=C(C(C)=O)CSC2)nn1,coverage,31.0,0.597979011686388,False
1213,PI1M,CCC(O)C(C)OC,CCC(O)C(C)OC,coverage,22.0,0.23770591902308572,False
1214,OMG,*Nc1ccc(Br)c(C(=O)O)c1NC(=O)c1ccc(NCCNc2ccc(C(*)=O)cc2)cc1,CNc1ccc(Br)c(C(=O)O)c1NC(=O)c1ccc(NCCNc2ccc(C(C)=O)cc2)cc1,random,59.0,3.3768743086298603,True
1215,PI1M,COc1ccccc1C(=O)OCCCCCCOC(=O)c1ccccc1NC(=O)CCCCCCCCC(C)=O,COc1ccccc1C(=O)OCCCCCCOC(=O)c1ccccc1NC(=O)CCCCCCCCC(C)=O,coverage,83.0,8.457520383218988,False
1216,PI1M,CCc1ccc(C[Si](C)(C)c2ccccc2)cc1,CCc1ccc(C[Si](C)(C)c2ccccc2)cc1,coverage,40.0,1.187037287474881,False
1217,PI1M,CCCCCCCOc1ccc(/C=C/c2ccc(OC(=O)CCCCCCOC(=O)OC)cc2)cc1,CCCCCCCOc1ccc(/C=C/c2ccc(OC(=O)CCCCCCOC(=O)OC)cc2)cc1,coverage,76.0,6.672852850107062,False
1218,OMG,*NCCCOCCOCCOCCOCCOCCCNC(=O)C(=O)NC(C)C(*)=O,CNCCCOCCOCCOCCOCCOCCCNC(=O)C(=O)NC(C)C(C)=O,coverage,73.0,5.987719929256527,False
1219,PI1M,CCC(C)C1CCCCC1C(C)CC,CCC(C)C1CCCCC1C(C)CC,coverage,42.0,1.3535165667832443,False
1220,OMG,*Oc1c(Br)cc(S(=O)c2cc(Br)c(OC(=O)c3ccc(Br)cc3CC(*)=O)c(Br)c2)cc1Br,COc1c(Br)cc(S(=O)c2cc(Br)c(OC(=O)c3ccc(Br)cc3CC(C)=O)c(Br)c2)cc1Br,dopt,49.0,2.04904001620089,False
1221,PI1M,CC/C=C/C(C)[SH](C)(F)Cl,CC/C=C/C(C)[SH](C)(F)Cl,feature,25.0,0.33525989756051233,False
1222,PI1M,C/C=C/c1ccc(/C=C/c2ccc(C)cc2-c2ccc(C#N)cc2)cc1,C/C=C/c1ccc(/C=C/c2ccc(C)cc2-c2ccc(C#N)cc2)cc1,coverage,47.0,1.8317500939966918,False
1223,PI1M,CCC(C)(C)C(=O)OC(C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCC(C)(C)C(=O)OC(C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,random,50.0,2.1634770685187323,True
1224,OMG,*OCC(OC(=O)C(CCCCc1ccccc1)C(*)=O)c1cccc(C(=O)OC)c1,COCC(OC(=O)C(CCCCc1ccccc1)C(C)=O)c1cccc(C(=O)OC)c1,random,61.0,3.6936882750981668,True
1225,PI1M,CO[Si](C)(C)CCCCCCCCC(F)(F)C(F)(F)F,CO[Si](C)(C)CCCCCCCCC(F)(F)C(F)(F)F,coverage,45.0,1.629538578803666,False
1226,PI1M,CCC1CCN(C)CCS(=O)(=O)C1(C)C,CCC1CCN(C)CCS(=O)(=O)C1(C)C,random,38.0,1.0340483823546922,True
1227,PI1M,COP(=O)(O)SC(C)=O,COP(=O)(O)SC(C)=O,feature,16.0,0.1009266220636141,False
1228,OMG,*OC1(CCOC(=O)C2CCC(C(*)=O)S2)CCOCC1,COC1(CCOC(=O)C2CCC(C(C)=O)S2)CCOCC1,random,45.0,1.629538578803666,True
1229,OMG,*NC1=C(C#N)C(c2ccccc2Br)C(C#N)=C(NC(=O)c2cc(C(*)=O)cc(S(=O)(=O)Cl)c2)N1,CNC1=C(C#N)C(c2ccccc2Br)C(C#N)=C(NC(=O)c2cc(C(C)=O)cc(S(=O)(=O)Cl)c2)N1,dopt,52.0,2.404207673904035,False
1230,PolyInfo,*CC(*)c1cc(C(=O)OCCCCCCCCCC)ccc1-c1ccc(OCCCCCCCC)cc1,CCCCCCCCCCOC(=O)c1ccc(-c2ccc(OCCCCCCCC)cc2)c(C(C)CC)c1,coverage,92.0,11.156095933866299,False
1231,OMG,*Oc1c(C=Nc2ccccc2)cccc1OC(=O)C(CC(*)=O)Cc1ccccc1,COc1c(C=Nc2ccccc2)cccc1OC(=O)C(CC(C)=O)Cc1ccccc1,coverage,56.0,2.934599081644776,False
1232,PI1M,Cc1ccc(Oc2ccc(P(=O)(c3ccccc3)c3ccc(C)cc3)cc2)cc1,Cc1ccc(Oc2ccc(P(=O)(c3ccccc3)c3ccc(C)cc3)cc2)cc1,coverage,52.0,2.404207673904035,False
